game_date,home_team_id,away_team_id,open_ml_home,open_ml_away,open_spread_home,source,close_ml_home,close_ml_away,close_spread_home,source_detail,ingested_at
2024-11-11,1610612741,1610612739,,,8.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-11,1610612745,1610612764,,,-12.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-11,1610612759,1610612758,,,3.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-11,1610612760,1610612746,,,-6.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-12,1610612738,1610612737,,,-15.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-12,1610612744,1610612742,,,-2.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-12,1610612749,1610612761,,,-8.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-12,1610612753,1610612766,,,-8.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-12,1610612755,1610612752,,,3.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-12,1610612757,1610612750,,,8.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-12,1610612762,1610612756,,,5.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-12,1610612765,1610612748,,,1.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
